Time [s],PL [mbar],TL [C],PC [mbar],TC [C],PR [mbar],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
125.85, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.250, 64.250, 22.062, 8.87, -3.40, 2.32, 0.0011111, 0.0044444, 0.0022222, 0, 0, 0, 0
125.86, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.250, 64.250, 22.062, 8.96, -3.50, 2.45, 0.0011111, 0.0044444, 0.0033333, 0, 0, 0, 0
125.87, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.250, 64.250, 22.062, 8.87, -3.46, 2.33, 0.0000000, 0.0066667, 0.0033333, 0, 0, 0, 0
125.88, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.562, 62.750, 22.875, 8.91, -3.68, 2.47, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
125.89, 999.5, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.562, 62.750, 22.875, 8.68, -3.44, 2.12, 0.0033333, -0.0022222, -0.0077778, 0, 0, 0, 0
125.90, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.562, 62.750, 22.875, 9.03, -3.33, 2.46, 0.0011111, 0.0044444, 0.0044444, 0, 0, 0, 0
125.91, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.562, 62.750, 22.875, 9.21, -3.48, 2.56, -0.0033333, 0.0022222, 0.0033333, 0, 0, 0, 0
125.92, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.250, 62.000, 23.250, 8.60, -3.52, 2.25, 0.0022222, -0.0022222, -0.0077778, 0, 0, 0, 0
125.94, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34369, -0.44708, -18.250, 62.000, 23.250, 9.14, -3.30, 2.45, 0.0033333, -0.0025000, -0.0066667, 0, 0, 0, 0
125.94, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34375, -0.44702, -18.250, 62.000, 23.250, 8.41, -3.51, 2.02, -0.0044444, 0.0111111, 0.0100000, 0, 0, 0, 0
125.95, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5103149, -0.34375, -0.44702, -18.250, 62.000, 23.250, 8.64, -3.60, 2.21, -0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
125.96, 999.5, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5102539, -0.34369, -0.44714, -18.250, 62.000, 23.250, 9.27, -3.42, 2.59, 0.0033333, -0.0155556, -0.0155556, 0, 0, 0, 0
125.98, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5102539, -0.34369, -0.44714, -17.875, 63.062, 23.250, 9.00, -3.52, 2.43, -0.0011111, 0.0022222, 0.0022222, 0, 0, 0, 0
125.99, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.06, 64.500, 55.62, 0.64929, -0.5102539, -0.34369, -0.44714, -17.875, 63.062, 23.250, 8.51, -3.81, 2.13, 0.0000000, 0.0077778, 0.0033333, 0, 0, 0, 0
126.00, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.06, 64.500, 55.56, 0.64923, -0.5102539, -0.34375, -0.44714, -17.875, 63.062, 23.250, 9.13, -3.51, 2.36, 0.0055556, -0.0222222, -0.0144444, 0, 0, 0, 0
126.01, 999.7, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.56, 0.64923, -0.5102539, -0.34375, -0.44714, -17.875, 63.062, 23.250, 9.15, -3.25, 2.47, 0.0055556, -0.0266667, -0.0100000, 0, 0, 0, 0
126.02, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.62, 0.64923, -0.5102539, -0.34381, -0.44714, -17.875, 63.062, 23.250, 8.69, -3.38, 2.20, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
126.03, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.06, 64.500, 55.56, 0.64923, -0.5102539, -0.34381, -0.44714, -18.250, 62.750, 22.062, 8.77, -3.47, 2.19, 0.0000000, -0.0088889, -0.0111111, 0, 0, 0, 0
126.04, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.56, 0.64917, -0.5102539, -0.34387, -0.44720, -18.250, 62.750, 22.062, 9.06, -3.49, 2.43, 0.0011111, -0.0100000, -0.0122222, 0, 0, 0, 0
126.05, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.06, 64.500, 55.56, 0.64917, -0.5102539, -0.34387, -0.44720, -18.250, 62.750, 22.062, 9.08, -3.40, 2.50, -0.0022222, -0.0044444, -0.0055556, 0, 0, 0, 0
126.06, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.06, 64.500, 55.56, 0.64917, -0.5102539, -0.34387, -0.44720, -18.250, 62.750, 22.062, 8.96, -3.65, 2.35, -0.0011111, -0.0044444, -0.0055556, 0, 0, 0, 0
126.07, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.750, 22.062, 8.89, -3.41, 2.37, 0.0011111, -0.0311111, -0.0111111, 0, 0, 0, 0
126.08, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.375, 22.062, 8.91, -3.28, 2.36, 0.0000000, -0.0066667, -0.0055556, 0, 0, 0, 0
126.09, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.375, 22.062, 9.02, -3.46, 2.48, 0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
126.10, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.375, 22.062, 8.92, -3.60, 2.39, 0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
126.11, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.375, 22.062, 8.84, -3.41, 2.39, 0.0022222, -0.0033333, -0.0022222, 0, 0, 0, 0
126.12, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.375, 22.062, 8.93, -3.49, 2.46, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
126.13, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.000, 22.875, 8.76, -3.46, 2.35, -0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
126.14, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.000, 22.875, 8.90, -3.71, 2.46, -0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
126.15, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.000, 22.875, 8.85, -3.34, 2.29, 0.0000000, -0.0033333, -0.0055556, 0, 0, 0, 0
126.16, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.000, 22.875, 9.00, -3.41, 2.51, 0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
126.17, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 62.000, 22.875, 8.75, -3.27, 2.23, 0.0000000, -0.0044444, -0.0033333, 0, 0, 0, 0
126.18, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.875, 62.375, 22.875, 9.06, -3.63, 2.47, 0.0022222, -0.0019531, -0.0055556, 0, 0, 0, 0
126.19, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.875, 62.375, 22.875, 8.81, -3.51, 2.33, 0.0000000, -0.0044444, -0.0044444, 0, 0, 0, 0
126.20, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.875, 62.375, 22.875, 8.88, -3.42, 2.27, 0.0022222, -0.0044444, -0.0066667, 0, 0, 0, 0
126.21, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.875, 62.375, 22.875, 8.85, -3.45, 2.30, 0.0011111, -0.0022222, -0.0077778, 0, 0, 0, 0
126.22, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 61.250, 22.062, 8.98, -3.45, 2.33, 0.0022222, -0.0044444, -0.0033333, 0, 0, 0, 0
126.23, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 61.250, 22.062, 8.88, -3.61, 2.25, 0.0000000, -0.0019531, -0.0055556, 0, 0, 0, 0
126.24, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 61.250, 22.062, 8.95, -3.49, 2.35, -0.0011111, -0.0044444, -0.0055556, 0, 0, 0, 0
126.25, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 61.250, 22.062, 8.93, -3.43, 2.32, 0.0011111, -0.0019531, -0.0044444, 0, 0, 0, 0
126.26, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 61.250, 22.062, 8.90, -3.50, 2.27, -0.0022222, -0.0022222, -0.0022222, 0, 0, 0, 0
126.27, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.750, 61.250, 21.562, 8.90, -3.61, 2.32, 0.0000000, -0.0005556, -0.0011111, 0, 0, 0, 0
126.29, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.750, 61.250, 21.562, 8.87, -3.37, 2.26, 0.0000000, -0.0005556, -0.0011111, 0, 0, 0, 0
126.29, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.750, 61.250, 21.562, 9.14, -3.34, 2.48, 0.0044444, -0.0044444, -0.0033333, 0, 0, 0, 0
126.31, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.750, 61.250, 21.562, 8.77, -3.48, 2.23, -0.0022222, 0.0055556, 0.0044444, 0, 0, 0, 0
126.31, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -17.750, 61.250, 21.562, 8.93, -3.65, 2.41, 0.0011111, 0.0019531, 0.0022222, 0, 0, 0, 0
126.33, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 61.250, 21.562, 9.02, -3.27, 2.43, 0.0022222, -0.0044444, -0.0044444, 0, 0, 0, 0
126.34, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 61.250, 21.562, 9.16, -3.40, 2.58, 0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
126.35, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 61.250, 21.562, 8.83, -3.67, 2.32, -0.0022222, 0.0044444, 0.0077778, 0, 0, 0, 0
126.36, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 61.250, 21.562, 9.01, -3.48, 2.44, 0.0000000, -0.0055556, -0.0055556, 0, 0, 0, 0
126.37, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 61.250, 21.562, 9.03, -3.42, 2.50, 0.0000000, -0.0055556, -0.0055556, 0, 0, 0, 0
126.38, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 60.875, 22.062, 9.04, -3.41, 2.50, 0.0011111, 0.0044444, 0.0022222, 0, 0, 0, 0
126.39, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 60.875, 22.062, 9.00, -3.54, 2.39, 0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
126.40, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 60.875, 22.062, 8.99, -3.42, 2.41, -0.0011111, -0.0055556, -0.0044444, 0, 0, 0, 0
126.41, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 60.875, 22.062, 9.00, -3.60, 2.35, -0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
126.42, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.250, 60.875, 22.062, 9.04, -3.38, 2.36, 0.0022222, -0.0044444, -0.0044444, 0, 0, 0, 0
126.43, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 59.750, 23.188, 8.99, -3.57, 2.40, 0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
126.44, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 59.750, 23.188, 9.00, -3.47, 2.36, -0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
126.45, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 59.750, 23.188, 9.03, -3.47, 2.29, 0.0000000, -0.0013889, -0.0011111, 0, 0, 0, 0
126.46, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 59.750, 23.188, 9.15, -3.44, 2.43, 0.0022222, -0.0077778, -0.0055556, 0, 0, 0, 0
126.47, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 59.750, 23.188, 9.09, -3.31, 2.38, -0.0022222, -0.0016667, -0.0011111, 0, 0, 0, 0
126.48, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 60.500, 22.062, 9.08, -3.46, 2.37, 0.0000000, 0.0044444, 0.0033333, 0, 0, 0, 0
126.49, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 60.500, 22.062, 8.86, -3.52, 2.27, 0.0011111, 0.0044444, 0.0044444, 0, 0, 0, 0
126.50, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 60.500, 22.062, 9.09, -3.45, 2.40, 0.0011111, -0.0066667, -0.0033333, 0, 0, 0, 0
126.51, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 60.500, 22.062, 9.14, -3.35, 2.50, -0.0044444, 0.0019531, 0.0066667, 0, 0, 0, 0
126.52, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -18.562, 60.500, 22.062, 9.05, -3.50, 2.43, -0.0011111, 0.0022222, 0.0022222, 0, 0, 0, 0
126.53, 999.7, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.375, 9.04, -3.60, 2.33, 0.0022222, -0.0033333, -0.0044444, 0, 0, 0, 0
126.54, 999.7, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.375, 9.06, -3.60, 2.45, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
126.55, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.375, 9.15, -3.49, 2.45, -0.0033333, -0.0011111, -0.0011111, 0, 0, 0, 0
126.57, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.375, 9.00, -3.46, 2.28, 0.0011111, -0.0022222, -0.0033333, 0, 0, 0, 0
126.58, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 61.250, 22.375, 9.09, -3.37, 2.39, -0.0011111, 0.0004883, 0.0011111, 0, 0, 0, 0
126.59, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 61.250, 22.375, 9.13, -3.48, 2.43, 0.0033333, -0.0044444, -0.0033333, 0, 0, 0, 0
126.60, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 61.250, 22.375, 9.11, -3.43, 2.46, 0.0011111, -0.0044444, -0.0044444, 0, 0, 0, 0
126.61, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 61.250, 22.375, 9.08, -3.39, 2.42, 0.0022222, -0.0044444, -0.0022222, 0, 0, 0, 0
126.62, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.750, 9.06, -3.38, 2.41, -0.0011111, 0.0008333, 0.0011111, 0, 0, 0, 0
126.63, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.750, 9.01, -3.62, 2.38, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
126.64, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.750, 9.11, -3.46, 2.43, 0.0033333, -0.0044444, -0.0044444, 0, 0, 0, 0
126.65, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.750, 9.15, -3.51, 2.46, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
126.66, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 60.062, 22.750, 9.10, -3.53, 2.42, 0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
126.68, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.375, 22.750, 9.07, -3.42, 2.37, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
126.68, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.375, 22.750, 9.25, -3.44, 2.54, 0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
126.70, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.375, 22.750, 9.05, -3.40, 2.37, -0.0044444, 0.0005556, 0.0011111, 0, 0, 0, 0
126.70, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.375, 22.750, 9.13, -3.40, 2.47, -0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
126.72, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.375, 22.750, 9.11, -3.46, 2.42, -0.0011111, 0.0004883, 0.0011111, 0, 0, 0, 0
126.73, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.750, 22.375, 9.10, -3.52, 2.41, -0.0022222, 0.0044444, 0.0022222, 0, 0, 0, 0
126.74, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.750, 22.375, 9.10, -3.57, 2.37, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
126.75, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.750, 22.375, 9.23, -3.40, 2.46, 0.0000000, -0.0044444, -0.0033333, 0, 0, 0, 0
126.76, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.750, 22.375, 9.11, -3.53, 2.35, -0.0022222, 0.0008333, 0.0011111, 0, 0, 0, 0
126.77, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.750, 22.375, 9.04, -3.46, 2.32, -0.0033333, 0.0011111, 0.0011111, 0, 0, 0, 0
126.78, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.000, 22.750, 9.06, -3.40, 2.38, -0.0011111, -0.0044444, -0.0033333, 0, 0, 0, 0
126.79, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.000, 22.750, 9.20, -3.46, 2.49, -0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
126.80, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.000, 22.750, 9.05, -3.41, 2.35, -0.0033333, -0.0022222, -0.0022222, 0, 0, 0, 0
126.81, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.000, 22.750, 9.08, -3.47, 2.38, -0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
126.82, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.000, 22.750, 9.06, -3.49, 2.41, 0.0011111, -0.0011111, -0.0011111, 0, 0, 0, 0
126.83, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.375, 22.375, 9.09, -3.49, 2.39, -0.0033333, 0.0033333, 0.0033333, 0, 0, 0, 0
126.84, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.375, 22.375, 8.99, -3.45, 2.32, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
126.85, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.375, 22.375, 9.04, -3.42, 2.35, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
126.86, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.375, 22.375, 9.06, -3.54, 2.38, -0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
126.87, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.000, 59.375, 22.375, 8.98, -3.41, 2.32, -0.0033333, 0.0011111, 0.0011111, 0, 0, 0, 0
126.88, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.375, 59.375, 21.250, 9.13, -3.53, 2.43, -0.0033333, 0.0044444, 0.0044444, 0, 0, 0, 0
