Time [s],PL [mbar],TL [C],PC [mbar],TC [C],PR [mbar],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
139.03, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 69.750, 6.688, 8.87, -3.23, 2.31, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.04, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 69.750, 6.688, 8.81, -3.24, 2.27, 0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
139.05, 999.7, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -45.062, 70.188, 6.688, 8.92, -3.17, 2.24, 0.0022222, 0.0044444, 0.0033333, 0, 0, 0, 0
139.06, 999.7, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -45.062, 70.188, 6.688, 8.99, -3.26, 2.32, 0.0011111, 0.0044444, 0.0033333, 0, 0, 0, 0
139.07, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -45.062, 70.188, 6.688, 8.88, -3.28, 2.27, 0.0000000, 0.0019531, 0.0022222, 0, 0, 0, 0
139.08, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -45.062, 70.188, 6.688, 8.94, -3.17, 2.31, -0.0011111, -0.0011111, -0.0011111, 0, 0, 0, 0
139.09, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -45.062, 70.188, 6.688, 9.10, -3.02, 2.34, 0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
139.10, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 70.562, 7.062, 8.99, -3.17, 2.39, 0.0000000, 0.0022222, 0.0033333, 0, 0, 0, 0
139.11, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 70.562, 7.062, 8.90, -3.19, 2.35, 0.0011111, -0.0008333, -0.0011111, 0, 0, 0, 0
139.12, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 70.562, 7.062, 9.00, -3.25, 2.31, 0.0000000, 0.0005556, 0.0011111, 0, 0, 0, 0
139.13, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -44.000, 70.562, 7.062, 9.08, -3.20, 2.41, 0.0022222, 0.0022222, 0.0033333, 0, 0, 0, 0
139.14, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 71.688, 6.688, 8.92, -3.16, 2.40, -0.0011111, -0.0008333, -0.0011111, 0, 0, 0, 0
139.15, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 71.688, 6.688, 9.11, -3.13, 2.42, 0.0033333, 0.0044444, 0.0033333, 0, 0, 0, 0
139.16, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 71.688, 6.688, 8.96, -3.25, 2.38, 0.0011111, 0.0022222, 0.0022222, 0, 0, 0, 0
139.18, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 71.688, 6.688, 8.84, -3.22, 2.42, 0.0000000, 0.0022222, 0.0033333, 0, 0, 0, 0
139.19, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 71.688, 6.688, 9.00, -3.17, 2.45, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.20, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 72.062, 5.875, 8.98, -3.15, 2.41, 0.0022222, 0.0033333, 0.0044444, 0, 0, 0, 0
139.20, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 72.062, 5.875, 8.86, -3.17, 2.42, 0.0033333, 0.0022222, 0.0033333, 0, 0, 0, 0
139.22, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 72.062, 5.875, 9.00, -3.17, 2.53, 0.0022222, -0.0004883, -0.0011111, 0, 0, 0, 0
139.23, 999.7, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 72.062, 5.875, 9.07, -3.13, 2.52, 0.0022222, 0.0055556, 0.0044444, 0, 0, 0, 0
139.24, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -46.562, 72.062, 5.875, 8.96, -3.22, 2.43, 0.0011111, 0.0022222, 0.0022222, 0, 0, 0, 0
139.25, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.062, 72.375, 5.875, 9.01, -3.24, 2.54, 0.0033333, -0.0011111, -0.0011111, 0, 0, 0, 0
139.26, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.062, 72.375, 5.875, 9.01, -3.17, 2.49, 0.0033333, 0.0044444, 0.0033333, 0, 0, 0, 0
139.27, 999.7, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.062, 72.375, 5.875, 8.97, -3.16, 2.30, -0.0011111, 0.0055556, 0.0033333, 0, 0, 0, 0
139.28, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.062, 72.375, 5.875, 8.98, -3.14, 2.40, 0.0033333, 0.0044444, 0.0022222, 0, 0, 0, 0
139.29, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.062, 72.375, 5.875, 8.96, -3.14, 2.36, 0.0011111, 0.0022222, 0.0033333, 0, 0, 0, 0
139.30, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -47.688, 72.375, 4.688, 8.98, -3.23, 2.29, -0.0011111, 0.0044444, 0.0055556, 0, 0, 0, 0
139.31, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -47.688, 72.375, 4.688, 8.98, -3.29, 2.27, 0.0011111, 0.0019531, 0.0033333, 0, 0, 0, 0
139.33, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -47.688, 72.375, 4.688, 8.95, -3.22, 2.31, 0.0011111, 0.0022222, 0.0044444, 0, 0, 0, 0
139.34, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -47.688, 72.375, 4.688, 9.10, -3.24, 2.33, 0.0000000, 0.0022222, 0.0044444, 0, 0, 0, 0
139.35, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.500, 72.750, 5.875, 8.97, -3.23, 2.35, 0.0022222, 0.0011111, 0.0011111, 0, 0, 0, 0
139.36, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.500, 72.750, 5.875, 8.90, -3.23, 2.33, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.37, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.500, 72.750, 5.875, 9.00, -3.15, 2.34, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.38, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.500, 72.750, 5.875, 9.10, -3.16, 2.40, 0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
139.39, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.500, 72.750, 5.875, 8.99, -3.21, 2.44, 0.0022222, 0.0044444, 0.0022222, 0, 0, 0, 0
139.40, 999.7, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.750, 73.562, 5.500, 8.95, -3.15, 2.45, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.41, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.750, 73.562, 5.500, 9.08, -3.05, 2.46, 0.0000000, 0.0022222, 0.0022222, 0, 0, 0, 0
139.42, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.750, 73.562, 5.500, 9.01, -3.24, 2.43, 0.0000000, 0.0044444, 0.0033333, 0, 0, 0, 0
139.43, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.750, 73.562, 5.500, 8.90, -3.25, 2.42, 0.0022222, 0.0033333, 0.0044444, 0, 0, 0, 0
139.44, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -48.750, 73.562, 5.500, 8.96, -3.23, 2.43, 0.0022222, 0.0044444, 0.0055556, 0, 0, 0, 0
139.45, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.188, 5.062, 9.01, -3.21, 2.38, 0.0011111, 0.0044444, 0.0044444, 0, 0, 0, 0
139.46, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.188, 5.062, 8.92, -3.26, 2.44, 0.0022222, 0.0022222, 0.0044444, 0, 0, 0, 0
139.47, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.188, 5.062, 8.92, -3.17, 2.35, -0.0011111, 0.0066667, 0.0022222, 0, 0, 0, 0
139.48, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.188, 5.062, 9.06, -3.22, 2.35, 0.0000000, 0.0011111, 0.0011111, 0, 0, 0, 0
139.49, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.188, 5.062, 9.01, -3.20, 2.36, 0.0022222, 0.0008333, 0.0011111, 0, 0, 0, 0
139.50, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.562, 4.688, 8.92, -3.30, 2.41, 0.0033333, 0.0005556, 0.0011111, 0, 0, 0, 0
139.51, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.562, 4.688, 8.96, -3.17, 2.35, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.52, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.562, 4.688, 9.03, -3.13, 2.31, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.53, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.562, 4.688, 8.93, -3.22, 2.34, 0.0011111, 0.0019531, 0.0022222, 0, 0, 0, 0
139.54, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -50.000, 73.562, 4.688, 8.90, -3.17, 2.34, 0.0000000, 0.0019531, 0.0044444, 0, 0, 0, 0
139.55, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 74.688, 4.688, 9.00, -3.24, 2.28, 0.0033333, 0.0016667, 0.0011111, 0, 0, 0, 0
139.56, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 74.688, 4.688, 8.99, -3.22, 2.34, 0.0011111, 0.0022222, 0.0022222, 0, 0, 0, 0
139.57, 999.7, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 74.688, 4.688, 8.94, -3.16, 2.35, -0.0011111, 0.0033333, 0.0022222, 0, 0, 0, 0
139.58, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 74.688, 4.688, 9.01, -2.97, 2.38, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
139.59, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.062, 75.062, 5.875, 8.89, -3.21, 2.39, 0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
139.60, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.062, 75.062, 5.875, 8.91, -3.35, 2.42, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.61, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.062, 75.062, 5.875, 8.93, -3.26, 2.38, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.62, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.062, 75.062, 5.875, 9.03, -3.09, 2.43, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.63, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.062, 75.062, 5.875, 8.87, -3.13, 2.42, 0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
139.65, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.375, 5.062, 8.88, -3.21, 2.41, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.65, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.375, 5.062, 9.02, -3.18, 2.43, 0.0000000, 0.0011111, 0.0011111, 0, 0, 0, 0
139.66, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.375, 5.062, 8.91, -3.29, 2.38, 0.0000000, 0.0044444, 0.0044444, 0, 0, 0, 0
139.68, 999.7, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.375, 5.062, 8.83, -3.23, 2.37, 0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
139.69, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.375, 5.062, 8.99, -3.08, 2.42, 0.0033333, -0.0011111, -0.0011111, 0, 0, 0, 0
139.70, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.062, 4.688, 9.03, -3.19, 2.36, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.71, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.062, 4.688, 8.92, -3.29, 2.37, 0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
139.72, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.062, 4.688, 8.84, -3.32, 2.32, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.73, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.062, 4.688, 8.97, -3.23, 2.33, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.74, 999.7, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.500, 75.062, 4.688, 8.95, -3.20, 2.36, 0.0011111, -0.0055556, -0.0055556, 0, 0, 0, 0
139.75, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 75.750, 3.875, 8.96, -3.21, 2.43, -0.0022222, -0.0022222, -0.0044444, 0, 0, 0, 0
139.76, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 75.750, 3.875, 8.93, -3.27, 2.34, -0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
139.77, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 75.750, 3.875, 8.92, -3.14, 2.24, 0.0044444, -0.0044444, -0.0055556, 0, 0, 0, 0
139.78, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 75.750, 3.875, 8.94, -3.10, 2.40, 0.0011111, -0.0022222, -0.0066667, 0, 0, 0, 0
139.79, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 75.750, 3.875, 8.91, -3.21, 2.39, -0.0022222, -0.0022222, -0.0044444, 0, 0, 0, 0
139.80, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.562, 76.562, 5.500, 8.95, -3.07, 2.31, 0.0044444, -0.0033333, -0.0066667, 0, 0, 0, 0
139.81, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.562, 76.562, 5.500, 9.04, -3.17, 2.47, 0.0044444, -0.0033333, -0.0044444, 0, 0, 0, 0
139.82, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.562, 76.562, 5.500, 8.89, -3.22, 2.44, 0.0022222, -0.0004883, -0.0011111, 0, 0, 0, 0
139.83, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.562, 76.562, 5.500, 8.91, -3.14, 2.37, 0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
139.84, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.562, 76.562, 5.500, 9.04, -3.17, 2.41, 0.0033333, -0.0016667, -0.0011111, 0, 0, 0, 0
139.85, 999.8, 27.43, 999.3, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.188, 5.500, 8.94, -3.21, 2.44, -0.0022222, 0.0004883, 0.0011111, 0, 0, 0, 0
139.86, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.188, 5.500, 8.83, -3.17, 2.38, 0.0011111, 0.0019531, 0.0022222, 0, 0, 0, 0
139.87, 999.8, 27.43, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.188, 5.500, 8.92, -3.04, 2.36, -0.0011111, 0.0022222, 0.0033333, 0, 0, 0, 0
139.88, 999.8, 27.43, 999.3, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.188, 5.500, 8.94, -3.14, 2.36, -0.0011111, 0.0044444, 0.0055556, 0, 0, 0, 0
139.89, 999.8, 27.43, 999.2, 26.75, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 76.875, 5.500, 8.78, -3.28, 2.28, -0.0011111, 0.0044444, 0.0044444, 0, 0, 0, 0
139.90, 999.8, 27.42, 999.2, 26.75, 999.7, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 76.875, 5.500, 8.92, -3.22, 2.31, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
139.91, 999.9, 27.42, 999.2, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 76.875, 5.500, 8.81, -3.11, 2.29, 0.0044444, -0.0044444, -0.0022222, 0, 0, 0, 0
139.92, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 76.875, 5.500, 8.80, -3.08, 2.33, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
139.93, 999.8, 27.42, 999.3, 26.76, 999.9, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -51.750, 76.875, 5.500, 8.89, -3.11, 2.33, 0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
139.94, 999.9, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.875, 5.500, 8.89, -3.19, 2.26, 0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
139.95, 999.8, 27.42, 999.3, 26.76, 999.9, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.875, 5.500, 8.86, -3.34, 2.34, 0.0000000, -0.0019531, -0.0055556, 0, 0, 0, 0
139.96, 999.9, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.875, 5.500, 8.90, -3.17, 2.31, 0.0011111, -0.0019531, -0.0055556, 0, 0, 0, 0
139.97, 999.8, 27.42, 999.2, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.875, 5.500, 9.07, -3.06, 2.36, 0.0044444, -0.0019531, -0.0022222, 0, 0, 0, 0
139.98, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -52.188, 76.875, 5.500, 8.97, -3.18, 2.36, 0.0000000, -0.0033333, -0.0033333, 0, 0, 0, 0
140.00, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 79.188, 3.875, 8.91, -3.20, 2.35, 0.0011111, -0.0008333, -0.0011111, 0, 0, 0, 0
140.00, 999.8, 27.42, 999.2, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 79.188, 3.875, 9.01, -3.12, 2.39, 0.0011111, -0.0019531, -0.0022222, 0, 0, 0, 0
140.01, 999.8, 27.42, 999.2, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 79.188, 3.875, 9.11, -3.23, 2.37, -0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
140.03, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 79.188, 3.875, 8.92, -3.30, 2.43, 0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
140.03, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 79.188, 3.875, 8.97, -3.27, 2.43, -0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
140.05, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 78.375, 3.875, 9.07, -3.12, 2.48, -0.0033333, 0.0044444, 0.0022222, 0, 0, 0, 0
140.06, 999.8, 27.42, 999.3, 26.76, 999.8, 27.6, 70.44, 65.875, 53.44, 0.64386, -0.5039062, -0.35315, -0.45477, -53.000, 78.375, 3.875, 8.98, -3.08, 2.52, 0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
