Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
37.685,1556.3,25.13,1557.7,26,1560,25.37,239,31,139.81,0.14819,0.21997,-0.8963,0.35535,-15.375,7.0625,43.875,2.5,-5.42,-5.73,-0.85556,-2.9756,-3.0378,0,0,0,0
37.695,1552,25.13,1548.7,26,1553.4,25.37,239,31,139.81,0.26166,0.20215,-0.86871,0.36877,-15.375,7.0625,43.875,3.23,-5.43,-5.54,-0.85556,-2.9756,-3.0378,0,0,0,0
37.705,1555.1,25.13,1553.3,26,1550.3,25.37,250.69,37.125,137.81,0.31885,0.19061,-0.84833,0.37726,-31.563,0.25,38.375,3.99,-5.35,-5.23,-0.36889,-3.1031,-2.9356,0,0,0,0
37.715,1561.3,25.13,1558.5,26,1553,25.37,268.31,49.063,129.75,0.37555,0.19287,-0.84833,0.37726,-31.563,0.25,38.375,5.38,-4.98,-4.29,0.45333,-3.3136,-2.4844,0,0,0,0
37.725,1553.3,25.13,1551.7,26,1556.1,25.37,274.81,54.375,122.56,0.4314,0.17725,-0.82349,0.38654,-31.563,0.25,38.375,5.96,-4.85,-3.63,0.79444,-3.4194,-2.1622,0,0,0,0
37.735,1552.2,25.13,1552.2,26,1550.8,25.37,280.13,58.813,112.25,0.42358,0.16162,-0.79407,0.39648,-31.563,0.25,38.375,6.48,-4.95,-2.86,1.0878,-0.88229,-1.7878,0,0,0,0
37.745,1556.1,25.13,1555.8,26,1556.5,25.37,280.13,58.813,112.25,0.48608,0.14368,-0.76001,0.4068,-31.563,0.25,38.375,7.02,-4.7,-1.97,1.0878,-0.88229,-1.7878,0,0,0,0
37.755,1554,25.13,1550.2,26,1548.5,25.37,284.44,61.625,98.563,0.58826,0.10114,-0.67896,0.42743,-43.875,-3.0625,21,7.73,-5.02,-0.1,1.3233,-0.90528,-1.38,0,0,0,0
37.765,1552,25.13,1550.7,26,1547.4,25.37,290.75,60.5,68.188,0.63287,0.10114,-0.67896,0.42743,-43.875,-3.0625,21,7.92,-5.45,0.95,1.4056,-0.22306,-0.35,0,0,0,0
37.775,1551.9,25.13,1553.3,26,1550.4,25.37,292.88,57,56.813,0.67133,0.077026,-0.63458,0.43683,-43.875,-3.0625,21,7.99,-5.62,1.81,1.1922,0.21109,0.21222,0,0,0,0
37.785,1555.3,25.13,1555,26,1552.1,25.37,294.44,52.875,49.375,0.67133,0.051819,-0.59033,0.44507,-43.875,-3.0625,21,7.71,-5.48,3.28,0.80778,0.73792,0.61778,0,0,0,0
37.795,1551.3,25.13,1551.9,26,1547.3,25.37,294.44,52.875,49.375,0.70184,0.027649,-0.55023,0.45154,-43.875,-3.0625,21,7.2,-5.37,3.75,0.80778,0.73792,0.61778,0,0,0,0
37.805,1547.1,25.13,1549.1,26,1548.7,25.37,295.63,48.875,44.688,0.74207,-0.012939,-0.4881,0.45929,-38.063,-5.0625,-7.6875,6.63,-5.2,4.08,0.41333,0.60993,0.81333,0,0,0,0
37.815,1551.6,25.13,1552.7,26,1551.7,25.37,297.13,42.375,39.813,0.73969,-0.012939,-0.4881,0.45929,-38.063,-5.0625,-7.6875,6.23,-5,4.49,-0.0044444,1.6558,0.79556,0,0,0,0
37.825,1552.2,25.13,1551.1,26,1548.9,25.37,297.63,39.875,38.563,0.76514,-0.029175,-0.46448,0.46149,-38.063,-5.0625,-7.6875,5.61,-5.19,4.95,-0.15333,1.3328,0.76111,0,0,0,0
37.835,1549.3,25.13,1548.1,26,1545.3,25.37,297.88,38,37.938,0.76514,-0.043091,-0.44543,0.46295,-38.063,-5.0625,-7.6875,5.53,-5.42,5.03,-0.34111,0.95972,0.77556,0,0,0,0
37.845,1546.8,25.13,1547.6,26,1545.7,25.37,297.88,38,37.938,0.77374,-0.062927,-0.42493,0.46564,-38.063,-5.0625,-7.6875,5.45,-5.43,5.12,-0.34111,0.95972,0.77556,0,0,0,0
37.855,1552,25.13,1553.1,26,1551,25.37,297.88,36.75,38,0.77252,-0.068787,-0.42395,0.46771,-22.75,-5.6875,-25.063,5.24,-5.44,5.12,-0.53222,0.54472,0.85444,0,0,0,0
37.865,1549,25.13,1549.1,26,1547.8,25.37,297,36.125,39.5,0.76807,-0.068787,-0.42395,0.46771,-22.75,-5.6875,-25.063,5.2,-5.77,5.09,-0.81,0.78778,1.1733,0,0,0,0
37.875,1545.5,25.13,1544.9,26,1543.6,25.37,296.06,36.438,41,0.7605,-0.072327,-0.42822,0.47064,-22.75,-5.6875,-25.063,5.27,-6.18,5.09,-0.96333,1.9711,1.3944,0,0,0,0
37.885,1547.5,25.13,1547.8,26,1547.8,25.37,294.88,37,42.875,0.7605,-0.07428,-0.43707,0.47443,-22.75,-5.6875,-25.063,5.34,-6.35,5.05,-1.12,0.70333,1.6522,0,0,0,0
37.895,1551.6,25.13,1552.6,26,1551.6,25.37,294.88,37,42.875,0.73871,-0.076599,-0.46252,0.48425,-22.75,-5.6875,-25.063,5.45,-6.5,4.78,-1.12,0.70333,1.6522,0,0,0,0
37.905,1546.1,25.13,1545.4,26,1544.3,25.37,293.5,37.5,45,0.72601,-0.078186,-0.47595,0.49017,-16.5,-4.25,-29.688,5.38,-6.59,4.52,-1.2311,0.79972,1.9256,0,0,0,0
37.915,1543.9,25.13,1545.4,26,1545.4,25.37,290.25,38,49.563,0.72888,-0.078186,-0.47595,0.49017,-16.5,-4.25,-29.688,5.41,-7.08,4.38,-1.1878,2.9856,2.3456,0,0,0,0
37.925,1548.1,25.13,1548.2,26,1548.6,25.37,288.63,37.75,51.625,0.71704,-0.080627,-0.48804,0.49658,-16.5,-4.25,-29.688,5.46,-6.94,4.22,-1.11,2.3367,2.4956,0,0,0,0
37.935,1549.6,25.13,1548.1,26,1547,25.37,287.06,37.188,53.313,0.70142,-0.084656,-0.49756,0.5033,-16.5,-4.25,-29.688,5.38,-7.01,3.87,-0.99778,6.52,2.5778,0,0,0,0
37.945,1543.8,25.13,1544,26,1544.6,25.37,287.06,37.188,53.313,0.68146,-0.096558,-0.50885,0.51709,-16.5,-4.25,-29.688,5.37,-7.19,3.76,-0.99778,6.52,2.5778,0,0,0,0
37.955,1548.8,25.13,1543.9,26,1546.1,25.37,284.13,35.438,56.063,0.67261,-0.10327,-0.51196,0.52423,-22.5,-0.6875,-26,5.37,-7.28,3.68,-0.85556,4.44,2.6233,0,0,0,0
37.965,1544.8,25.13,1547.1,26,1545.7,25.37,282.63,34.5,57.125,0.67957,-0.10327,-0.51196,0.52423,-22.5,-0.6875,-26,5.3,-7.43,3.57,-0.55,2.9867,2.6322,0,0,0,0
37.975,1542.3,25.13,1543.9,26,1543.4,25.37,281.06,33.5,58.125,0.67059,-0.10956,-0.51434,0.53162,-22.5,-0.6875,-26,5.12,-7.82,3.43,-0.40667,3.4489,2.6067,0,0,0,0
37.985,1545.5,25.13,1545.1,26,1540.7,25.37,279.38,32.688,59.125,0.65497,-0.11499,-0.51672,0.53931,-22.5,-0.6875,-26,5.08,-7.95,3.43,-0.28,4.5822,2.5589,0,0,0,0
37.995,1546.6,25.13,1545.3,26,1545.8,25.37,277.63,31.938,60.063,0.63495,-0.12183,-0.52325,0.55518,-22.5,-0.6875,-26,4.99,-8.02,3.39,-0.28,4.5822,2.5589,0,0,0,0
38.005,1542.2,25.13,1539.6,26,1546.4,25.37,275.75,31.313,61.125,0.62347,-0.12262,-0.52808,0.56335,-25,4,-24.188,4.82,-8.54,3.32,-0.16444,6.1822,2.4889,0,0,0,0
38.015,1540.5,25.13,1538.8,26,1539.4,25.37,273.81,30.875,62.188,0.61096,-0.12262,-0.52808,0.56335,-25,4,-24.188,4.76,-8.64,3.3,0.014444,2.53,2.2833,0,0,0,0
38.025,1545.4,25.13,1545.2,26,1545.6,25.37,271.69,30.625,63.375,0.59735,-0.12152,-0.53412,0.57153,-25,4,-24.188,4.74,-8.59,3.27,0.045556,3.0444,2.1456,0,0,0,0
38.035,1546.5,25.13,1544.5,26,1542.5,25.37,269.5,30.5,48.625,0.59735,-0.11853,-0.5415,0.57959,-25,4,-24.188,4.78,-8.63,3.23,0.047778,0.89556,1.9833,0,0,0,0
38.045,1537.5,25.13,1537.5,26,1537.5,25.37,269.5,30.5,64.625,0.56689,-0.10706,-0.5603,0.5943,-25,4,-24.188,4.52,-8.96,3.11,0.047778,0.89556,1.9833,0,0,0,0
38.055,1539.7,25.13,1541.5,26,1541.1,25.37,265,30.625,67.563,0.55066,-0.099121,-0.57123,0.60059,-27.25,8,-24.563,4.54,-8.82,3.07,0.017778,1.0047,1.8033,0,0,0,0
38.065,1544.2,25.13,1544.4,26,1543.2,25.37,262.75,30.813,69.125,0.54987,-0.099121,-0.57123,0.60059,-27.25,8,-24.563,4.51,-8.65,2.93,-0.098889,1.1228,1.4044,0,0,0,0
38.075,1539.2,25.13,1539.1,26,1538.4,25.37,260.69,31,70.688,0.53412,-0.090332,-0.5824,0.60596,-27.25,8,-24.563,4.28,-9.14,2.82,-0.17556,1.0844,1.2344,0,0,0,0
38.085,1537.6,25.13,1537.3,26,1538.6,25.37,258.75,31.125,70.688,0.51849,-0.081665,-0.59326,0.61035,-27.25,8,-24.563,4.23,-9.06,2.68,-0.27556,1.0133,1.0911,0,0,0,0
38.095,1541,25.13,1540.8,26,1541.5,25.37,256.94,31.25,73.688,0.48999,-0.066467,-0.61304,0.61615,-27.25,8,-24.563,4.29,-8.72,2.52,-0.27556,1.0133,1.0911,0,0,0,0
38.105,1543.1,25.13,1540.7,26,1538.3,25.37,255.38,31.25,75.125,0.47736,-0.060181,-0.62195,0.6178,-31.563,9.875,-18,4.25,-8.66,2.37,-0.37,0.92972,0.96,0,0,0,0
38.115,1537.4,25.13,1536,26,1534.1,25.37,253.88,31.25,76.438,0.47736,-0.060181,-0.62195,0.6178,-31.563,9.875,-18,4.16,-9.14,2.17,-0.54667,0.76139,0.84444,0,0,0,0
38.125,1536.4,25.13,1535.8,26,1534.6,25.37,252.56,31.125,77.75,0.4657,-0.054932,-0.63013,0.6189,-31.563,9.875,-18,4.26,-9.04,2.01,-0.62222,0.68,0.85,0,0,0,0
38.135,1542,25.13,1543.1,26,1541.4,25.37,251.25,30.938,77.75,0.45483,-0.050842,-0.6377,0.61957,-31.563,9.875,-18,4.22,-8.85,1.87,-0.66,0.61583,0.85667,0,0,0,0
38.145,1542.1,25.16,1543.3,26.04,1541.5,25.41,251.25,30.938,78.938,0.43524,-0.04541,-0.65106,0.62018,-31.563,9.875,-18,4.18,-8.84,1.76,-0.66,0.61583,0.85667,0,0,0,0
38.155,1535,25.16,1535.4,26.04,1533.7,25.41,249,30.313,81.063,0.42676,-0.044312,-0.65656,0.6203,-35.688,13.188,-12.063,4.11,-9.05,1.59,-0.68,0.54139,0.88,0,0,0,0
38.165,1535.9,25.16,1537.1,26.04,1537,25.41,248,29.938,81.938,0.43457,-0.044312,-0.65656,0.6203,-35.688,13.188,-12.063,4.18,-8.99,1.42,-0.66,1.5722,0.94667,0,0,0,0
38.175,1539.5,25.16,1537.3,26.04,1536.3,25.41,247.06,29.5,82.75,0.41162,-0.044006,-0.6615,0.62048,-35.688,13.188,-12.063,4.08,-8.92,1.3,-0.62333,1.3456,0.98889,0,0,0,0
38.185,1536.1,25.16,1532.5,26.04,1531.1,25.41,246.19,29,82.75,0.41162,-0.044373,-0.66577,0.62079,-35.688,13.188,-12.063,3.92,-9,1.17,-0.58333,1.0667,1.0211,0,0,0,0
38.195,1532.7,25.16,1533.1,26.04,1531.8,25.41,245.38,28.5,84,0.39899,-0.047241,-0.67236,0.62164,-35.688,13.188,-12.063,3.99,-9.05,1.13,-0.58333,1.0667,1.0211,0,0,0,0
38.205,1536.6,25.16,1538,26.04,1535.8,25.41,244.56,28,84.5,0.39331,-0.049255,-0.67499,0.62231,-37.063,13.875,-8.1875,3.97,-8.98,1,-0.52,0.90667,1.0467,0,0,0,0
38.215,1534.3,25.16,1535.2,26.04,1533.7,25.41,243.81,27.438,84.938,0.39331,-0.049255,-0.67499,0.62231,-37.063,13.875,-8.1875,3.7,-9.15,0.94,-0.44,0.58556,1.0544,0,0,0,0
38.225,1530.8,25.16,1530.1,26.04,1529.8,25.41,243.13,26.875,85.313,0.38818,-0.051758,-0.67712,0.62299,-37.063,13.875,-8.1875,3.59,-9.34,0.91,-0.42444,1.8667,1.0344,0,0,0,0
38.235,1535,25.16,1530.7,26.04,1532.4,25.41,242.5,26.375,85.313,0.38354,-0.054443,-0.67896,0.62366,-37.063,13.875,-8.1875,3.61,-9.29,0.88,-0.40444,1.7956,1.0011,0,0,0,0
38.245,1531.5,25.16,1534.1,26.04,1534.2,25.41,241.88,25.875,86.063,0.37457,-0.059509,-0.68243,0.62482,-37.063,13.875,-8.1875,3.47,-9.32,0.81,-0.40444,1.7956,1.0011,0,0,0,0
38.255,1528.9,25.16,1528.8,26.04,1528.5,25.41,241.25,25.438,86.438,0.3703,-0.061584,-0.68427,0.62482,-36.688,16.375,-7.0625,3.35,-9.33,0.89,-0.39444,1.9689,0.87333,0,0,0,0
38.265,1531.6,25.16,1526.8,26.04,1525.8,25.41,240.63,25,86.813,0.3703,-0.061584,-0.68427,0.62524,-36.688,16.375,-7.0625,3.38,-9.29,1.02,-0.41667,0.55111,0.79222,0,0,0,0
38.275,1533,25.16,1533.1,26.04,1530.1,25.41,239.88,24.625,87.25,0.36603,-0.063232,-0.68622,0.62543,-36.688,16.375,-7.0625,3.62,-8.92,0.64,-0.39889,0.97111,0.71444,0,0,0,0
38.285,1527.9,25.16,1527.8,26.04,1531.9,25.41,239.13,24.375,87.25,0.3606,-0.063354,-0.68884,0.62567,-36.688,16.375,-7.0625,3.12,-9.2,0.68,-0.38889,1.1544,0.58556,0,0,0,0
38.295,1527.7,25.16,1528.2,26.04,1525.8,25.41,238.38,24.125,88.313,0.34973,-0.061279,-0.69482,0.62537,-36.688,16.375,-7.0625,2.96,-9.46,0.63,-0.38889,1.1544,0.58556,0,0,0,0
38.305,1529,25.16,1529.4,26.04,1530.4,25.41,237.75,24,88.813,0.34491,-0.059509,-0.69806,0.62463,-36.688,18.563,-5.0625,2.98,-9.41,0.6,-0.42111,0.28722,0.43556,0,0,0,0
38.315,1528.4,25.16,1527.3,26.04,1525.5,25.41,237.25,23.938,89.375,0.34491,-0.059509,-0.69806,0.62463,-36.688,18.563,-5.0625,2.96,-9.35,0.55,-0.50222,0.29194,0.12889,0,0,0,0
38.325,1525.9,25.16,1525.9,26.04,1525.8,25.41,236.81,23.938,89.938,0.34052,-0.057251,-0.70142,0.62354,-36.688,18.563,-5.0625,2.88,-9.39,0.47,-0.53778,-0.018212,-0.024444,0,0,0,0
38.335,1525.6,25.16,1524.6,26.04,1525.2,25.41,236.44,24.063,89.938,0.33655,-0.054626,-0.7049,0.62201,-36.688,18.563,-5.0625,2.91,-9.42,0.41,-0.57,-0.28889,-0.17111,0,0,0,0
38.345,1529.2,25.16,1527.9,26.04,1526.4,25.41,236.44,24.063,90.563,0.32739,-0.051941,-0.70978,0.62152,-36.688,18.563,-5.0625,2.96,-9.24,0.35,-0.57,-0.28889,-0.17111,0,0,0,0
38.355,1525.8,25.16,1525.5,26.04,1523.3,25.41,234.75,23.188,91.063,0.32257,-0.051636,-0.7113,0.62152,-37.063,19.25,-3.5625,2.9,-9.26,0.35,-0.6,-0.28139,-0.31889,0,0,0,0
38.365,1522,25.16,1522.1,26.04,1521.8,25.41,234.19,23.063,91.375,0.32257,-0.051636,-0.7113,0.62231,-37.063,19.25,-3.5625,2.85,-9.27,0.26,-0.63778,-1.0333,-0.63222,0,0,0,0
38.375,1525.4,25.16,1524.9,26.04,1525.1,25.41,233.81,23.063,91.688,0.31873,-0.050354,-0.7132,0.62225,-37.063,19.25,-3.5625,2.92,-9.2,0.17,-0.63444,-0.98667,-0.79333,0,0,0,0
38.385,1527.1,25.16,1526.1,26.04,1522.9,25.41,234,23.563,91.688,0.3158,-0.048157,-0.71527,0.62152,-37.063,19.25,-3.5625,2.95,-9.11,0.11,-0.61444,-0.95556,-0.94444,0,0,0,0
38.395,1522.3,25.16,1523,26.04,1520.5,25.41,234.25,24.125,92.813,0.31506,-0.037476,-0.72205,0.61823,-37.063,19.25,-3.5625,2.91,-9.04,0.06,-0.58444,-0.94111,-1.08,0,0,0,0
38.405,1521.3,25.16,1521.6,26.04,1519.8,25.41,234.56,24.75,93.375,0.31531,-0.031494,-0.72522,0.61481,-37.5,18.563,-0.375,3,-8.88,-0.06,-0.53333,-0.92,-1.1989,0,0,0,0
38.415,1524.4,25.16,1526.6,26.04,1524.5,25.41,234.88,25.375,93.875,0.31531,-0.031494,-0.72522,0.61133,-37.5,18.563,-0.375,3.02,-8.74,-0.14,-0.45222,-0.87778,-1.2989,0,0,0,0
38.425,1522.9,25.16,1524.1,26.04,1521.4,25.41,235.31,26.125,94.25,0.31598,-0.025146,-0.72803,0.60791,-37.5,18.563,-0.375,3.1,-8.65,-0.21,-0.33,-0.81778,-1.3778,0,0,0,0
38.435,1518.9,25.16,1519.9,26.04,1518.2,25.41,235.63,26.875,94.25,0.31708,-0.018494,-0.73035,0.6048,-37.5,18.563,-0.375,3.12,-8.68,-0.19,-0.16778,-0.89889,-1.4067,0,0,0,0
38.445,1519,25.16,1518.9,26.04,1519.7,25.41,235.88,27.563,94.938,0.31836,-0.0032349,-0.73376,0.60211,-37.5,18.563,-0.375,3.29,-8.66,-0.39,-0.16778,-0.89889,-1.4067,0,0,0,0
38.455,1524.6,25.16,1523,26.04,1522.2,25.41,236.19,28.313,94.938,0.31836,-0.0032349,-0.73376,0.60022,-38.188,18.25,1.875,3.2,-8.81,-0.27,0.25444,-0.75778,-1.4278,0,0,0,0
38.465,1519,25.16,1518.6,26.04,1517.4,25.41,235.81,28.313,94.688,0.31976,0.0043335,-0.73419,0.59894,-38.188,18.25,1.875,3.27,-8.7,-0.35,0.43778,-1.2978,-1.3933,0,0,0,0
38.475,1518.1,25.16,1517.1,26.04,1516.2,25.41,235.81,28.438,94.188,0.31891,0.0062866,-0.7323,0.60168,-38.188,18.25,1.875,3.31,-8.66,-0.38,0.62222,-0.67556,-1.3144,0,0,0,0
38.485,1520,25.16,1519.6,26.04,1518.8,25.41,236.63,29.125,94.188,0.32031,0.0078125,-0.72949,0.60431,-38.188,18.25,1.875,3.57,-8.41,-0.36,0.80889,-0.74222,-1.1867,0,0,0,0
38.495,1519.3,25.16,1519,26.04,1517.7,25.41,237.56,29.688,92.563,0.33386,0.012085,-0.72095,0.60535,-38.188,18.25,1.875,3.56,-8.39,-0.39,0.98111,-1.3667,-1.0144,0,0,0,0
38.505,1516.2,25.16,1515.2,26.04,1514.5,25.41,238.69,30.188,91.375,0.34302,0.010803,-0.72998,0.60718,-39.25,15,5.5,3.7,-8.31,-0.28,1.1222,-0.50583,-0.80222,0,0,0,0
38.515,1515.5,25.16,1515.3,26.04,1517.1,25.41,239.94,30.5,89.813,0.34302,0.010803,-0.71436,0.60986,-39.25,15,5.5,3.91,-8.05,-0.09,1.2244,-0.68111,-0.55444,0,0,0,0
38.525,1516.7,25.16,1517.2,26.04,1515.7,25.41,241.31,30.625,88,0.35376,0.0067749,-0.7063,0.61316,-39.25,15,5.5,4.01,-8.02,0.01,1.28,-0.21549,-0.24667,0,0,0,0
38.535,1513.4,25.16,1516.2,26.04,1513.7,25.41,242.75,30.438,88,0.36597,-0.00030518,-0.69666,0.61707,-39.25,15,5.5,4.02,-8.05,0.2,1.2733,0.064184,0.12,0,0,0,0
38.545,1513.8,25.16,1512.7,26.04,1512.2,25.41,244.19,29.938,83.938,0.39252,-0.023682,-0.68561,0.62134,-39.25,15,5.5,4.23,-7.9,0.37,1.1778,1.15,0.52556,0,0,0,0
38.555,1517,25.16,1515.8,26.04,1514.5,25.41,245.5,29.063,81.938,0.40546,-0.023682,-0.67365,0.62573,-40,13.5,3.0625,4.29,-7.69,0.83,0.99667,1.2325,0.95333,0,0,0,0
38.565,1514.2,25.16,1511.7,26.04,1515,25.41,246.69,27.875,81.938,0.40546,-0.03949,-0.66119,0.63,-40,13.5,3.0625,4.28,-7.7,1.05,0.72444,1.2667,1.3856,0,0,0,0
38.575,1511.3,25.16,1511.8,26.04,1509.5,25.41,247.63,26.438,80.125,0.41724,-0.057617,-0.6488,0.63379,-40,13.5,3.0625,4.25,-7.67,1.25,0.39667,1.2428,1.7967,0,0,0,0
38.585,1514.2,25.16,1515.7,26.04,1510.5,25.41,248.31,24.75,78.625,0.42712,-0.077332,-0.63708,0.63696,-40,13.5,3.0625,4.34,-7.56,1.56,0.043333,4.52,2.1789,0,0,0,0
38.595,1515.7,25.16,1515.9,26.04,1513.3,25.41,248.56,22.938,76.875,0.43811,-0.11774,-0.62677,0.63971,-40,13.5,3.0625,4.07,-7.68,1.57,0.043333,4.52,2.1789,0,0,0,0
38.605,1509.6,25.16,1510.7,26.04,1508.9,25.41,248.63,21,76.625,0.43976,-0.12262,-0.6181,0.64197,-37.875,14.188,-6.75,3.91,-7.89,1.75,-0.66333,3.6133,2.7789,0,0,0,0
38.615,1509.7,25.16,1510.9,26.04,1510.4,25.41,248.44,19.063,76.625,0.43976,-0.13824,-0.6109,0.64368,-37.875,14.188,-6.75,3.78,-8.05,1.71,-1.0144,3.1333,3.0011,0,0,0,0
38.625,1514.1,25.16,1514.2,26.04,1512.9,25.41,248.06,17,77.125,0.43896,-0.15863,-0.60535,0.64478,-37.875,14.188,-6.75,3.48,-8.29,1.75,-1.3456,2.7233,3.2044,0,0,0,0
38.635,1511.4,25.16,1510.3,26.04,1509.4,25.41,247.44,17,77.125,0.43585,-0.17896,-0.60126,0.64539,-37.875,14.188,-6.75,3.31,-8.53,1.79,-1.6689,2.4211,3.3767,0,0,0,0
38.645,1508,25.16,1508.3,26.04,1509.5,25.41,246.63,12.813,78.625,0.42419,-0.18878,-0.59833,0.64539,-37.875,14.188,-6.75,3.01,-8.92,1.68,-1.9711,2.1411,3.5244,0,0,0,0
38.655,1510.3,25.16,1510.6,26.04,1511.6,25.41,245.75,10.688,79.688,0.42419,-0.22003,-0.5965,0.64484,-33,19,-15.063,2.89,-9.12,1.65,-2.2356,7.8356,3.6489,0,0,0,0
38.665,1511.1,25.16,1510.4,26.04,1509.1,25.41,244.75,8.5,79.688,0.41614,-0.24084,-0.59546,0.64362,-33,19,-15.063,2.41,-9.71,1.51,-2.4633,7.6756,3.7511,0,0,0,0
38.675,1506.4,25.16,1506.3,26.04,1506.7,25.41,243.75,6.25,80.938,0.40717,-0.26208,-0.59473,0.64172,-33,19,-15.063,2.11,-10.11,1.43,-2.6644,7.76,3.8144,0,0,0,0
38.685,1507.9,25.16,1508.1,26.04,1508.3,25.41,242.75,6.25,82.313,0.39758,-0.28387,-0.59418,0.63898,-33,19,-15.063,1.95,-10.35,1.38,-2.8222,2.0278,3.8378,0,0,0,0
38.695,1509.1,25.16,1508.5,26.04,1509.4,25.41,241.75,1.875,85.313,0.37756,-0.30609,-0.59357,0.63531,-26.75,24.5,-19.75,1.9,-10.52,1.4,-2.8944,2.0033,3.8133,0,0,0,0
38.705,1508.9,25.16,1508.6,26.04,1506.7,25.41,240.81,-0.125,86.875,0.36768,-0.32813,-0.5929,0.6311,-26.75,24.5,-19.75,1.12,-10.78,1.03,-2.9011,2.0967,3.7167,0,0,0,0
38.715,1504.8,25.16,1505.6,26.04,1504.2,25.41,240,-2.125,86.875,0.36768,-0.35004,-0.59186,0.6261,-26.75,24.5,-19.75,0.81,-10.9,0.89,-2.8344,2.2522,3.5567,0,0,0,0
38.725,1506.3,25.16,1509.7,26.04,1510.9,25.41,239.38,-4,88.438,0.35858,-0.37158,-0.59027,0.62042,-26.75,24.5,-19.75,0.56,-10.77,0.73,-2.6933,2.3911,3.3489,0,0,0,0
38.735,1507.5,25.16,1506.9,26.04,1507.5,25.41,238.94,-4,89.938,0.35059,-0.39246,-0.58807,0.6142,-26.75,24.5,-19.75,0.03,-10.38,0.32,-2.5011,2.4667,3.1,0,0,0,0
38.745,1504,25.16,1503.6,26.04,1504.7,25.41,238.69,-7.125,92.813,0.33789,-0.41241,-0.58533,0.6076,-26.75,24.5,-19.75,-0.28,-10.24,0.12,-2.2733,2.4967,2.8344,0,0,0,0
38.755,1503.3,25.16,1503.5,26.04,1503.7,25.41,238.5,-8.4375,94.125,0.33789,-0.43115,-0.58215,0.60089,-19.5,30.5,-21.688,-0.43,-10.05,-0.05,-2.02,2.4533,2.56,0,0,0,0
38.765,1507.3,25.16,1508.1,26.04,1508.7,25.41,238.5,-9.5625,94.125,0.33319,-0.44836,-0.57861,0.5943,-19.5,30.5,-21.688,-0.54,-9.85,-0.2,-1.7578,2.3478,2.2867,0,0,0,0
38.775,1504.8,25.16,1503.9,26.04,1505.7,25.41,238.56,-10.563,95.313,0.32941,-0.46399,-0.57489,0.58795,-19.5,30.5,-21.688,-0.93,-9.49,-0.61,-1.5033,2.2222,2.0222,0,0,0,0
38.785,1503.2,25.16,1500.3,26.04,1501.1,25.41,238.69,-10.563,96.375,0.32648,-0.47803,-0.57104,0.58209,-19.5,30.5,-21.688,-1.12,-9.51,-0.74,-1.2656,0.52917,1.7678,0,0,0,0
38.795,1503.2,25.16,1503.2,26.04,1502.9,25.41,239,-12.063,98.125,0.32324,-0.4906,-0.5672,0.57648,-19.5,30.5,-21.688,-1.12,-9.36,-0.76,-1.0311,0.50361,1.5156,0,0,0,0
38.805,1505,25.16,1506.6,26.04,1505.6,25.41,239.31,-12.563,98.75,0.32288,-0.50177,-0.56335,0.57129,-11.688,34.5,-21.375,-1.2,-9.33,-0.89,-0.80222,1.8811,1.27,0,0,0,0
38.815,1498.4,25.16,1503.8,26.04,1502.7,25.41,239.69,-13,98.75,0.32288,-0.51147,-0.55957,0.56659,-11.688,34.5,-21.375,-1.35,-9.11,-1.14,-0.55667,1.6489,1.0378,0,0,0,0
38.825,1501,25.16,1499.2,26.04,1499.8,25.41,240.19,-13.313,99.313,0.32312,-0.51947,-0.55603,0.56268,-11.688,34.5,-21.375,-1.5,-9.18,-1.18,-0.31444,1.5289,0.80333,0,0,0,0
38.835,1504.6,25.16,1501.2,26.04,1502.9,25.41,240.19,-13.313,99.688,0.32422,-0.52612,-0.55249,0.55927,-11.688,34.5,-21.375,-1.58,-9.34,-1.19,-0.094444,1.5467,0.57556,0,0,0,0
38.845,1499.8,25.16,1501,26.04,1503.5,25.41,241.63,-13.5,100.06,0.32648,-0.53192,-0.54889,0.55603,-11.688,34.5,-21.375,-1.69,-9.33,-1.26,0.11778,0.39611,0.34889,0,0,0,0
38.855,1497.8,25.16,1498.5,26.04,1500.7,25.41,242.63,-13.375,100.13,0.33002,-0.5368,-0.54523,0.55286,-8.5,36.688,-21.688,-1.78,-9.36,-1.34,0.33222,0.10118,0.12444,0,0,0,0
38.865,1499.1,25.16,1500.7,26.04,1499.7,25.41,243.88,-13.188,100.13,0.33472,-0.54083,-0.5415,0.5498,-8.5,36.688,-21.688,-1.73,-9.41,-1.24,0.52111,-0.10694,-0.10222,0,0,0,0
38.875,1500.6,25.16,1500,26.04,1500.9,25.41,245.25,-13.188,100.06,0.3407,-0.54419,-0.53766,0.54651,-8.5,36.688,-21.688,-1.72,-9.41,-1.29,0.68889,-0.45944,-0.31778,0,0,0,0
38.885,1496.2,25.16,1495.3,26.04,1498.7,25.41,246.94,-12.813,99.875,0.34802,-0.547,-0.53369,0.54303,-8.5,36.688,-21.688,-1.77,-9.56,-1.3,0.84111,-0.5,-0.52556,0,0,0,0
